Name,Distillery,Category,Region,Country,Age,ABV (%),Cask Type,Peat Level,Vintage,Bottler
J&B Rare,Justerini & Brooks,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,None,,Official
J&B Ultima,Justerini & Brooks,Blended Scotch,Scotland,Scotland,NAS,43,Ex-Bourbon,None,,Official
Jameson Black Barrel,Midleton,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Johnnie Walker 15 Year Old Green Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,15,43,Ex-Bourbon,Medium,,Official
Johnnie Walker 18 Year Old,Johnnie Walker,Blended Scotch,Scotland,Scotland,18,43,,None,,Official
Johnnie Walker Black Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,12,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Black Label 12 Year Old,Johnnie Walker,Blended Scotch,Scotland,Scotland,12,40,,None,,Official
Johnnie Walker Blue Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Double Black,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Explorer's Club,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Explorer's Club: The Journey,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,,None,,Official
Johnnie Walker Explorers' Club: The Journey,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Gold Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,18,40,Ex-Bourbon,None,,Official
Johnnie Walker Gold Label 18 Year Old,Johnnie Walker,Blended Scotch,Scotland,Scotland,18,40,Ex-Bourbon,None,,Official
Johnnie Walker Gold Label Reserve,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Johnnie Walker Green Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,15,43,Ex-Bourbon,Medium,,Official
Johnnie Walker Green Label 15 Year Old,Johnnie Walker,Blended Scotch,Scotland,Scotland,15,43,,Medium,,Official
Johnnie Walker Platinum Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,18,40,Ex-Sherry Oloroso,None,,Official
Johnnie Walker Red Label,Johnnie Walker,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Monkey Shoulder,William Grant & Sons,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Royal Salute 21 Year Old,Chivas Brothers,Blended Scotch,Scotland,Scotland,21,40,Ex-Bourbon,None,,Official
Sheep Dip,David Stirk,Blended Scotch,Scotland,Scotland,NAS,43,Ex-Bourbon,None,,Independent
The Famous Grouse 30 Year Old,The Famous Grouse,Blended Scotch,Scotland,Scotland,30,43,Ex-Sherry Oloroso,None,,Official
The Famous Grouse Smoky Black,The Famous Grouse,Blended Scotch,Scotland,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
William Grant's 15 Year Old,William Grant & Sons,Blended Scotch,Scotland,Scotland,15,43,Ex-Bourbon,None,,Official
William Grant's 18 Year Old,William Grant & Sons,Blended Scotch,Scotland,Scotland,18,43,Ex-Bourbon,None,,Official
Aberfeldy 12 Year Old,Aberfeldy Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Aberlour 10 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Sherry Oloroso,None,,Official
Aberlour 12 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Sherry,None,,Official
Aberlour 14 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,14,40,Ex-Sherry,None,,Official
Aberlour 16 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,16,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Aberlour 16 Year Old,Abelour Distillery,Single Malt,Speyside,Scotland,16,43,Ex-Sherry,None,,Official
Aberlour 18 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,18,43,Ex-Sherry,None,,Official
Aberlour 21 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,21,43,Ex-Sherry,None,,Official
Aberlour 25 Year Old,Aberlour Distillery,Single Malt,Speyside,Scotland,25,43,Ex-Sherry,None,,Official
Aberlour A'Bunadh,Aberlour Distillery,Single Malt,Speyside,Scotland,NAS,60.6,Ex-Sherry Oloroso,None,,Official
Aberlour A’Bunadh,Aberlour Distillery,Single Malt,Speyside,Scotland,NAS,60,Ex-Sherry Oloroso,None,,Official
Aberlour A'Bunadh Batch 61,Aberlour Distillery,Single Malt,Speyside,Scotland,NAS,61.2,Ex-Sherry,None,,Official
Ancnoc 12 Year Old,Knockdhu Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Aultmore 12 Year Old,Aultmore Distillery,Single Malt,Speyside,Scotland,12,46,Ex-Bourbon,None,,Official
Aultmore 18 Year Old,Aultmore Distillery,Single Malt,Speyside,Scotland,18,46,Ex-Bourbon,None,,Official
Balblair 12 Year Old,Balblair Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Balblair 15 Year Old,Balblair Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
Balblair 18 Year Old,Balblair Distillery,Single Malt,Speyside,Scotland,18,46,Ex-Bourbon & Ex-Sherry,None,,Official
Balblair 2003,Balblair Distillery,Single Malt,Speyside,Scotland,NAS,46,Ex-Bourbon,None,2003,Official
Balblair 2003 Vintage,Balblair Distillery,Single Malt,Speyside,Scotland,NAS,46,Ex-Bourbon & Ex-Sherry,None,2003,Official
Balblair 2005 Vintage,Balblair Distillery,Single Malt,Speyside,Scotland,NAS,46,Ex-Bourbon,None,2005,Official
Balblair Vintage 2003,Balblair Distillery,Single Malt,Speyside,Scotland,NAS,46,Ex-Bourbon,None,2003,Official
Ballindalloch 10 Year Old,Ballindalloch Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Bourbon,None,,Official
Ballindalloch 12 Year Old,Ballindalloch Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Ballindalloch 15 Year Old,Ballindalloch Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
Ballindalloch 21 Year Old,Ballindalloch Distillery,Single Malt,Speyside,Scotland,21,48,Ex-Bourbon,None,,Official
Balmenach 15 Year Old,Balmenach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
Balvenie 12 Year Old Single Barrel,Balvenie Distillery,Single Malt,Speyside,Scotland,12,47.8,Ex-Bourbon,None,,Official
Balvenie 12 Year Old Sweet Toast of American Oak,Balvenie Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Balvenie 14 Year Old Caribbean Cask,Balvenie Distillery,Single Malt,Speyside,Scotland,14,43,Ex-Bourbon & Rum,None,,Official
Balvenie 21 Year Old PortWood,Balvenie Distillery,Single Malt,Speyside,Scotland,21,40,"Ex-Bourbon, Port",None,,Official
Balvenie 25 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,25,47.3,Ex-Bourbon and Sherry Casks,None,,Official
Balvenie 30 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,30,47.3,Ex-Bourbon and Ex-Sherry,None,,Official
Balvenie Caribbean Cask 14 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,14,43,"Ex-Bourbon, Rum",None,,Official
Balvenie DCS Compendium 2,Balvenie Distillery,Single Malt,Speyside,Scotland,NAS,50.4,Various,None,,Official
Balvenie DoubleWood 12 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,12,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Balvenie DoubleWood 17 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,17,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Balvenie DoubleWood 17 Year Old,Balvenie,Single Malt,Speyside,Scotland,17,43,Ex-Bourbon & Ex-Sherry,None,,Official
Balvenie Signature 12 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon and Ex-Sherry,None,,Official
Balvenie Single Barrel 12 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,12,47.8,Ex-Bourbon,None,,Official
Balvenie Single Barrel 15 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,15,47.8,Ex-Bourbon,None,,Official
Balvenie Single Barrel 21 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,21,47.8,Ex-Bourbon,None,,Official
Balvenie Single Barrel 25 Year Old,Balvenie Distillery,Single Malt,Speyside,Scotland,25,47.8,Ex-Bourbon,None,,Official
Balvenie Tun 1509 Batch 6,Balvenie Distillery,Single Malt,Speyside,Scotland,NAS,52.4,"Ex-Bourbon, Ex-Sherry",None,,Official
Bannerman's 10 Year Old,Bannerman's Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Bourbon,None,,Official
Ben Rinnes 15 Year Old,Ben Rinnes Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
Ben Rinnes 21 Year Old,Ben Rinnes Distillery,Single Malt,Speyside,Scotland,21,47,Ex-Sherry,None,,Official
Benmore 10 Year Old,Benmore Distillery,Single Malt,Speyside,Scotland,10,43,Ex-Bourbon,None,,Official
Benmore 12 Year Old,Benmore Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Benmore 14 Year Old,Benmore Distillery,Single Malt,Speyside,Scotland,14,43,Ex-Bourbon,None,,Official
Benmore 15 Year Old,Benmore Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
Benmore 18 Year Old,Benmore Distillery,Single Malt,Speyside,Scotland,18,43,Ex-Bourbon,None,,Official
BenRiach 12 Year Old Original,BenRiach Distillery,Single Malt,Speyside,Scotland,12,46,"Ex-Bourbon, Ex-Sherry",None,,Official
BenRiach 21 Year Old,BenRiach Distillery,Single Malt,Speyside,Scotland,21,46,"Ex-Bourbon, Ex-Sherry",None,,Official
BenRinnes 12 Year Old,BenRinnes Distillery,Single Malt,Speyside,Scotland,12,48,Ex-Bourbon,None,,Official
BenRinnes 15 Year Old,BenRinnes Distillery,Single Malt,Speyside,Scotland,15,43,Ex-Bourbon,None,,Official
BenRinnes 21 Year Old,BenRinnes Distillery,Single Malt,Speyside,Scotland,21,43,Ex-Bourbon,None,,Official
Benromach 10 Year Old,Benromach Distillery,Single Malt,Speyside,Scotland,10,43,"Ex-Bourbon, Ex-Sherry",Light,,Official
Benromach 12 Year Old,Benromach Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon and Ex-Sherry,Light,,Official
Benromach 15 Year Old,Benromach Distillery,Single Malt,Speyside,Scotland,15,43,"Ex-Bourbon, Ex-Sherry",Light,,Official
Benromach 21 Year Old,Benromach Distillery,Single Malt,Speyside,Scotland,21,43,Ex-Sherry,None,,Official
Benromach Organic,Benromach Distillery,Single Malt,Speyside,Scotland,NAS,43,Ex-Bourbon,Light,,Official
Blair Athol 12 Year Old,Blair Athol Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Sherry,None,,Official
Braeval 12 Year Old,Braeval Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Braeval 12 Year Old,Braeval,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Bunnahabhain 12 Year Old,Bunnahabhain Distillery,Single Malt,Speyside,Scotland,12,46.3,Ex-Bourbon,None,,Official
Cardhu 12 Year Old,Cardhu Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Cardhu 15 Year Old,Cardhu Distillery,Single Malt,Speyside,Scotland,15,40,Ex-Bourbon,None,,Official
Cardhu 18 Year Old,Cardhu Distillery,Single Malt,Speyside,Scotland,18,46,Ex-Bourbon & Ex-Sherry,None,,Official
Cardhu Gold Reserve,Cardhu Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Cardhu Gold Reserve,Cardhu,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Castleton 12 Year Old,Castleton Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Chichibu The Peated,Chichibu Distillery,Single Malt,Speyside,Scotland,NAS,60,Ex-Bourbon,Medium,,Official
Cragganmore 12 Year Old,Cragganmore Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon and Ex-Sherry,None,,Official
Cragganmore 15 Year Old,Cragganmore Distillery,Single Malt,Speyside,Scotland,15,40,Ex-Bourbon,None,,Official
Cragganmore 17 Year Old,Cragganmore Distillery,Single Malt,Speyside,Scotland,17,40,Ex-Bourbon,None,,Official
Craigellachie 12 Year Old,Craigellachie Distillery,Single Malt,Speyside,Scotland,12,46,Ex-Bourbon,None,,Official
Craigellachie 13 Year Old,Craigellachie Distillery,Single Malt,Speyside,Scotland,13,46,Ex-Bourbon,None,,Official
Craigellachie 17 Year Old,Craigellachie Distillery,Single Malt,Speyside,Scotland,17,46,Ex-Bourbon,None,,Official
Dailuaine 12 Year Old,Dailuaine Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Dailuaine 16 Year Old,Dailuaine Distillery,Single Malt,Speyside,Scotland,16,43,Ex-Sherry,None,,Official
Dailuaine 16 Year Old,Dailuaine,Single Malt,Speyside,Scotland,16,43,Ex-Bourbon,None,,Official
Dalmore 12 Year Old,Dalmore Distillery,Single Malt,Speyside,Scotland,12,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Drumguish 12 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Edradour 10 Year Old,Edradour Distillery,Single Malt,Speyside,Scotland,10,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Elgin Classic,Glen Moray Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Evan Williams Black Label 12 Year Old,Heaven Hill Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Evan Williams Single Barrel 2012,Heaven Hill Distillery,Single Malt,Speyside,Scotland,10,43,,None,2012,Official
Fettercairn 12 Year Old,Fettercairn Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Fettercairn 16 Year Old,Fettercairn Distillery,Single Malt,Speyside,Scotland,16,46,Ex-Bourbon,None,,Official
Glen Dronach 15 Year Old Revival,Glen Dronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
Glen Elgin 12 Year Old,Glen Elgin Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Elgin 12 Year Old,Glen Elgin,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Elgin 14 Year Old,Glen Elgin Distillery,Single Malt,Speyside,Scotland,14,43,Ex-Bourbon,None,,Official
Glen Elgin 15 Year Old,Glen Elgin Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
Glen Elgin 18 Year Old,Glen Elgin,Single Malt,Speyside,Scotland,18,46,Ex-Bourbon,None,,Official
Glen Garioch 12 Year Old,Glen Garioch Distillery,Single Malt,Speyside,Scotland,12,48,Ex-Bourbon,None,,Official
Glen Garioch 15 Year Old,Glen Garioch Distillery,Single Malt,Speyside,Scotland,15,48,Ex-Bourbon,None,,Official
Glen Grant 10 Year Old,Glen Grant Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Bourbon,None,,Official
Glen Grant 12 Year Old,Glen Grant Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Grant 15 Year Old,Glen Grant Distillery,Single Malt,Speyside,Scotland,15,50,Ex-Bourbon,None,,Official
Glen Grant 15 Year Old,Glen Grant,Single Malt,Speyside,Scotland,15,50,Ex-Bourbon,None,,Official
Glen Grant 18 Year Old,Glen Grant Distillery,Single Malt,Speyside,Scotland,18,43,Ex-Bourbon,None,,Official
Glen Grant 18 Year Old,Glen Grant,Single Malt,Speyside,Scotland,18,46,Ex-Bourbon,None,,Official
Glen Grant 21 Year Old,Glen Grant Distillery,Single Malt,Speyside,Scotland,21,46,Ex-Bourbon,None,,Official
Glen Grant Major's Reserve,Glen Grant Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glen Keith 12 Year Old,Glen Keith Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Keith 15 Year Old,Glen Keith Distillery,Single Malt,Speyside,Scotland,15,46,,None,,Official
Glen Moray 10 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Bourbon,None,,Official
Glen Moray 12 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Moray 14 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,14,46,Ex-Bourbon,None,,Official
Glen Moray 15 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,15,40,Ex-Bourbon,None,,Official
Glen Moray 18 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,18,43,Ex-Bourbon / Ex-Sherry,None,,Official
Glen Moray 21 Year Old,Glen Moray Distillery,Single Malt,Speyside,Scotland,21,46,Ex-Bourbon,None,,Official
Glen Moray 40 Year Old,Glen Moray,Single Malt,Speyside,Scotland,40,42,Ex-Sherry,None,,Official
Glen Moray Chardonnay Cask,Glen Moray Distillery,Single Malt,Speyside,Scotland,NAS,40,Chardonnay,None,,Official
Glen Moray Chardonnay Cask Finish,Glen Moray,Single Malt,Speyside,Scotland,NAS,40,Chardonnay,None,,Official
Glen Moray Classic,Glen Moray Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glen Moray Elgin Classic,Glen Moray Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glen Moray Elgin Classic,Glen Moray,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glen Moray Port Cask Finish,Glen Moray Distillery,Single Malt,Speyside,Scotland,NAS,40,"Ex-Bourbon, Port",None,,Official
Glen Scotia 15 Year Old,Glen Scotia Distillery,Single Malt,Speyside,Scotland,15,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Glen Scotia Double Cask,Glen Scotia Distillery,Single Malt,Speyside,Scotland,NAS,46,Ex-Bourbon & Ex-Sherry,None,,Official
Glen Spey 12 Year Old,Glen Spey Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Ullin 12 Year Old,Glen Ullin Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenallachie 12 Year Old,Glenallachie Distillery,Single Malt,Speyside,Scotland,12,46,Ex-Bourbon / Ex-Sherry,None,,Official
Glenallachie 15 Year Old,Glenallachie Distillery,Single Malt,Speyside,Scotland,15,48,Ex-Sherry,None,,Official
Glenburgie 10 Year Old,Glenburgie Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Bourbon,None,,Official
Glenburgie 12 Year Old,Glenburgie Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenburgie 15 Year Old,Glenburgie Distillery,Single Malt,Speyside,Scotland,15,43,Ex-Bourbon,None,,Official
Glenburgie 21 Year Old,Glenburgie Distillery,Single Malt,Speyside,Scotland,21,48,Ex-Bourbon,None,,Official
Glencadam 15 Year Old,Glencadam Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Bourbon,None,,Official
GlenDronach 10 Year Old,The GlenDronach Distillery,Single Malt,Speyside,Scotland,10,43,Ex-Sherry,None,,Official
GlenDronach 12 Year Old,The GlenDronach Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Sherry,None,,Official
GlenDronach 12 Year Old,GlenDronach Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Sherry Oloroso,None,,Official
Glendronach 14 Year Old,Glendronach Distillery,Single Malt,Speyside,Scotland,14,46,Ex-Sherry,None,,Official
Glendronach 15 Year Old,Glendronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
GlenDronach 15 Year Old,The Glendronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
Glendronach 15 Year Old Revival,The GlenDronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry Oloroso,None,,Official
GlenDronach 15 Year Old Revival,GlenDronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
GlenDronach 15 Year Old Revived,The GlenDronach Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
Glendronach 18 Year Old,Glendronach Distillery,Single Malt,Speyside,Scotland,18,48,Ex-Sherry,None,,Official
GlenDronach 18 Year Old Allardice,The GlenDronach Distillery,Single Malt,Speyside,Scotland,18,46,Ex-Sherry Oloroso,None,,Official
GlenDronach 18 Year Old Allardice,GlenDronach Distillery,Single Malt,Speyside,Scotland,18,46%,Ex-Sherry,None,,Official
GlenDronach 21 Year Old,The Glendronach Distillery,Single Malt,Speyside,Scotland,21,48,Ex-Sherry,None,,Official
GlenDronach 21 Year Old Parliament,GlenDronach Distillery,Single Malt,Speyside,Scotland,21,48,Ex-Sherry,None,,Official
Glendronach Cask Strength,Glendronach Distillery,Single Malt,Speyside,Scotland,NAS,54.3,Ex-Sherry Oloroso,None,,Official
Glenfarclas 10 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,10,40,Ex-Sherry,None,,Official
Glenfarclas 105,Glenfarclas Distillery,Single Malt,Speyside,Scotland,NAS,60,Ex-Sherry,None,,Official
Glenfarclas 12 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Sherry,None,,Official
Glenfarclas 15 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,15,46,Ex-Sherry,None,,Official
Glenfarclas 17 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,17,43,Ex-Sherry Oloroso,None,,Official
Glenfarclas 21 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,21,43,Ex-Sherry,None,,Official
Glenfarclas 25 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,25,43,Ex-Sherry,None,,Official
Glenfarclas 30 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,30,43,Ex-Sherry,None,,Official
Glenfarclas 40 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,40,43,Ex-Sherry,None,,Official
Glenfarclas 40 Year Old,Glenfarclas,Single Malt,Speyside,Scotland,40,43,Ex-Sherry,None,,Official
Glenfarclas 46 Year Old,Glenfarclas Distillery,Single Malt,Speyside,Scotland,46,52.6,Ex-Sherry,None,1968,Official
Glenfiddich 12 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenfiddich 12 Year Old,Glenfiddich,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenfiddich 14 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,14,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenfiddich 14 Year Old Bourbon Barrel Reserve,Glenfiddich Distillery,Single Malt,Speyside,Scotland,14,43,Ex-Bourbon,None,,Official
Glenfiddich 15 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,15,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenfiddich 15 Year Old,Glenfiddich,Single Malt,Speyside,Scotland,15,51,Ex-Sherry,None,,Official
Glenfiddich 15 Year Old Solera Reserve,Glenfiddich Distillery,Single Malt,Speyside,Scotland,15,40,Ex-Bourbon and Ex-Sherry,None,,Official
Glenfiddich 18 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,18,40,Ex-Sherry,None,,Official
Glenfiddich 19 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,19,51,Ex-Bourbon,None,,Official
Glenfiddich 21 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,21,40,"Ex-Bourbon, Rum",None,,Official
Glenfiddich 21 Year Old,Glenfiddich,Single Malt,Speyside,Scotland,21,40,Rum,None,,Official
Glenfiddich 21 Year Old Reserva Rum Cask Finish,Glenfiddich Distillery,Single Malt,Speyside,Scotland,21,43,"Ex-Bourbon, Rum",None,,Official
Glenfiddich 24 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,24,43,Ex-Bourbon and Ex-Sherry,None,,Official
Glenfiddich 26 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,26,50,Ex-Bourbon / Ex-Sherry,None,,Official
Glenfiddich 26 Year Old Excellence,Glenfiddich Distillery,Single Malt,Speyside,Scotland,26,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenfiddich 30 Year Old,Glenfiddich Distillery,Single Malt,Speyside,Scotland,30,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenfiddich Project XX,Glenfiddich Distillery,Single Malt,Speyside,Scotland,NAS,47,Ex-Bourbon & Ex-Sherry,None,,Official
Glengarry 12 Year Old,Glengarry Distillery,Single Malt,Speyside,Scotland,12,43,Ex-Bourbon,None,,Official
Glenglassaugh Torfa,Glenglassaugh Distillery,Single Malt,Speyside,Scotland,NAS,50,Ex-Bourbon,Light,,Official
Glenlivet 12 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenlivet 12 Year Old,The Glenlivet,Single Malt,Speyside,Scotland,12,40,Ex-Bourbon,None,,Official
Glenlivet 14 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,14,40,Ex-Bourbon,None,,Official
Glenlivet 15 Year Old French Oak,The Glenlivet Distillery,Single Malt,Speyside,Scotland,15,40,Ex-Bourbon,None,,Official
Glenlivet 16 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,16,40,Ex-Sherry,None,,Official
Glenlivet 18 Year Old,Glenlivet Distillery,Single Malt,Speyside,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenlivet 18 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,18,43,Ex-Bourbon,None,,Official
Glenlivet 18 Year Old,The Glenlivet,Single Malt,Speyside,Scotland,18,43,Ex-Bourbon & Ex-Sherry,None,,Official
Glenlivet 21 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,21,43,Ex-Sherry Oloroso,None,,Official
Glenlivet 21 Year Old Archive,The Glenlivet Distillery,Single Malt,Speyside,Scotland,21,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenlivet 25 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,25,43,Ex-Bourbon & Ex-Sherry,None,,Official
Glenlivet 25 Year Old Nadurra,The Glenlivet Distillery,Single Malt,Speyside,Scotland,25,48,Ex-Bourbon,None,,Official
Glenlivet Archive 21 Year Old,The Glenlivet Distillery,Single Malt,Speyside,Scotland,21,40,Ex-Bourbon,None,,Official
Glenlivet Founder's Reserve,The Glenlivet Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glenlivet Founder’s Reserve,The Glenlivet Distillery,Single Malt,Speyside,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glenlivet Nadurra Oloroso,The Glenlivet Distillery,Single Malt,Speyside,Scotland,NAS,60.2,Ex-Sherry Oloroso,None,,Official
Glenlivet Nadurra Oloroso Finish,Glenlivet Distillery,Single Malt,Speyside,Scotland,NAS,60,Ex-Sherry,None,,Official
